ID,Data,Ora,Tipo,Causa,Meteo,Visibilità,N.Illesi,N.Feriti,N.PrognosiRiservata,N.Deceduti
3655904,Roma,24-01-2018,08:20,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,1,0,0,0
3655905,Roma,25-01-2018,21:25,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,2,1,0,0
3655908,Roma,25-01-2018,17:00,Tamponamento,,Sereno,Buona,1,1,0,0
3655919,Roma,25-01-2018,18:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3655927,Roma,26-01-2018,00:45,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3655929,Roma,25-01-2018,07:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3655942,Roma,25-01-2018,08:35,Tamponamento,,Sereno,Buona,3,0,0,0
3655954,Roma,25-01-2018,19:45,Veicolo in marcia contro ostacolo accidentale,,Nebbia,Sufficiente,1,0,0,0
3655955,Roma,25-01-2018,10:50,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,2,0,0,0
3655966,Roma,25-01-2018,11:40,Tamponamento,,Sereno,Buona,2,0,0,0
3655972,Roma,25-01-2018,15:30,Tamponamento Multiplo,,Sereno,Buona,2,1,0,0
3655977,Roma,25-01-2018,17:00,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Buona,1,0,0,0
3655982,Roma,25-01-2018,19:15,Investimento di pedone,,Sereno,Buona,2,1,0,0
3655983,Roma,25-01-2018,20:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,2,0,0
3655985,Roma,25-01-2018,17:45,Tamponamento,,Sereno,Buona,3,0,0,0
3655991,Roma,25-01-2018,18:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,2,0,0,0
3656009,Roma,25-01-2018,10:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3656010,Roma,26-01-2018,07:50,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3656011,Roma,25-01-2018,23:55,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,0,2,0,0
3656015,Roma,25-01-2018,19:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3656026,Roma,25-01-2018,15:20,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3656030,Roma,25-01-2018,08:15,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3656031,Roma,26-01-2018,08:05,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3656033,Roma,25-01-2018,18:40,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,2,0,0,0
3656048,Roma,25-01-2018,19:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3656049,Roma,25-01-2018,08:10,Veicolo in marcia contro veicolo arresto,,Sereno,Buona,2,0,0,0
3656054,Roma,25-01-2018,08:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3656063,Roma,25-01-2018,21:10,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3656065,Roma,25-01-2018,13:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3656073,Roma,25-01-2018,22:45,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,1,0,0,0
3656074,Roma,25-01-2018,08:50,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,2,0,0,0
3656081,Roma,25-01-2018,15:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,5,0,0,0
3656085,Roma,25-01-2018,13:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3656087,Roma,25-01-2018,15:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3656104,Roma,25-01-2018,18:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3656106,Roma,25-01-2018,13:05,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3656108,Roma,25-01-2018,08:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3656113,Roma,25-01-2018,18:00,Tamponamento,,Sereno,Sufficiente,2,0,0,0
3656114,Roma,26-01-2018,08:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3656118,Roma,26-01-2018,06:40,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3656151,Roma,17-01-2018,21:15,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,1,0,0,0
3656153,Roma,26-01-2018,09:00,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,2,1,0,0
3656158,Roma,25-01-2018,16:45,Tamponamento,,Sereno,Buona,3,0,0,0
3656159,Roma,25-01-2018,17:15,Tamponamento,,Sereno,Buona,2,0,0,0
3656166,Roma,25-01-2018,23:40,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
3656183,Roma,26-01-2018,07:10,Investimento di pedone,,Sereno,Buona,1,1,0,0
3656240,Roma,26-01-2018,02:20,Veicolo in marcia contro veicoli in sosta,,Sereno,Sufficiente,1,0,0,0
3656277,Roma,26-01-2018,10:00,Investimento di pedone,,Sereno,Buona,1,1,0,0
3656300,Roma,26-01-2018,09:40,Scontro frontale fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3656311,Roma,25-01-2018,14:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3656329,Roma,21-01-2018,15:30,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3656358,Roma,26-01-2018,09:30,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,2,0,0,0
3656372,Roma,26-01-2018,11:05,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3656464,Roma,25-01-2018,11:45,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3656472,Roma,25-01-2018,15:30,Ribaltamento senza urto contro ostacolo fisso,,Sereno,Buona,3,0,0,0
3656478,Roma,26-01-2018,03:15,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
3656483,Roma,25-01-2018,16:05,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
3656484,Roma,25-01-2018,17:40,Tamponamento Multiplo,,Sereno,Buona,3,0,0,0
3656495,Roma,26-01-2018,10:20,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3656612,Roma,26-01-2018,13:30,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Buona,0,2,1,0
3656660,Roma,26-01-2018,13:35,Investimento di pedone,,Nuvoloso,Buona,1,1,0,0
3656669,Roma,26-01-2018,11:30,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3656685,Roma,26-01-2018,12:50,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3656705,Roma,26-01-2018,01:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3656710,Roma,26-01-2018,04:10,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3656731,Roma,26-01-2018,15:10,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3656758,Roma,26-01-2018,08:10,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,0,0,0
3656821,Roma,26-01-2018,11:10,Tamponamento,,Sereno,Buona,2,0,0,0
3656835,Roma,25-01-2018,14:00,Investimento di pedone,,Sereno,Buona,1,1,0,0
3656911,Roma,26-01-2018,09:30,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Buona,2,0,0,0
3656959,Roma,26-01-2018,11:30,Tamponamento,,Nuvoloso,Buona,4,0,0,0
3656960,Roma,26-01-2018,16:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3656991,Roma,26-01-2018,06:40,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3657008,Roma,26-01-2018,13:00,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3657040,Roma,26-01-2018,15:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3657045,Roma,26-01-2018,18:40,Veicolo in marcia contro ostacolo accidentale,,Sereno,Insufficiente,2,0,0,0
3657109,Roma,26-01-2018,13:15,Infortunio per caduta del veicolo,,Nuvoloso,Buona,0,1,0,0
3657120,Roma,26-01-2018,17:10,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3657373,Roma,26-01-2018,12:20,Tamponamento,,Nuvoloso,Buona,2,1,0,0
3657394,Roma,26-01-2018,13:00,Scontro frontale/laterale DX fra veicoli in marcia,,Nebbia,Buona,4,0,0,0
3657411,Roma,26-01-2018,14:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3657425,Roma,26-01-2018,22:00,Veicolo in marcia contro veicoli in sosta,,Sereno,Sufficiente,1,0,0,0
3657432,Roma,26-01-2018,22:10,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3657439,Roma,26-01-2018,07:50,Infortunio per sola frenata improvvisa,,,,2,0,0,0
3657443,Roma,26-01-2018,19:24,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,2,0,0,0
3657444,Roma,26-01-2018,12:15,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,4,0,0,0
3657448,Roma,26-01-2018,13:00,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,2,0,0,0
3657451,Roma,26-01-2018,13:35,Investimento di pedone,,Nuvoloso,Buona,1,2,0,0
3657456,Roma,26-01-2018,18:45,Investimento di pedone,,Sereno,Buona,2,1,0,0
3657574,Roma,26-01-2018,10:25,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3657577,Roma,26-01-2018,15:40,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,1,1,0,0
3657590,Roma,26-01-2018,11:40,Tamponamento Multiplo,,Nuvoloso,Buona,5,0,0,0
3657611,Roma,26-01-2018,19:08,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
3657629,Roma,26-01-2018,16:30,Veicolo in marcia contro veicolo in sosta,,Sereno,Sufficiente,1,0,0,0
3657654,Roma,26-01-2018,19:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3657662,Roma,27-01-2018,04:50,Veicolo in marcia contro ostacolo fisso,,Sereno,Sufficiente,1,0,0,0
3657682,Roma,27-01-2018,08:20,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3657694,Roma,27-01-2018,05:30,Veicolo in marcia contro veicolo arresto,,Sereno,Buona,2,2,0,0
3657815,Roma,27-01-2018,11:00,Tamponamento,,Sereno,Buona,2,0,0,0
3657825,Roma,26-01-2018,19:10,Tamponamento,,Sereno,Sufficiente,1,2,0,0
3657852,Roma,27-01-2018,06:30,Scontro frontale fra veicoli in marcia,,Sereno,Buona,1,2,0,0
3657972,Roma,27-01-2018,03:45,Scontro laterale fra veicoli in marcia,,Nuvoloso,Sufficiente,0,2,0,0
3657994,Roma,26-01-2018,17:45,Investimento di pedone,,Sereno,Buona,2,1,0,0
3658031,Roma,26-01-2018,19:30,Investimento di pedone,,Nuvoloso,Buona,1,1,0,0
3658048,Roma,26-01-2018,22:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3658093,Roma,26-01-2018,18:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3658103,Roma,26-01-2018,18:35,Scontro frontale fra veicoli in marcia,,Sereno,Buona,5,1,0,0
3658124,Roma,26-01-2018,11:45,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3658372,Roma,24-01-2018,23:00,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,1,1,0,0
3658387,Roma,26-01-2018,21:50,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,1,0,0,0
3658392,Roma,27-01-2018,18:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3658401,Roma,27-01-2018,13:00,Infortunio per sola frenata improvvisa,,,,0,1,0,0
3658403,Roma,27-01-2018,16:20,Infortunio per sola frenata improvvisa,,Sereno,Buona,0,1,0,0
3658480,Roma,27-01-2018,23:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3658530,Roma,27-01-2018,22:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,0,2,0,0
3658536,Roma,27-01-2018,09:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,6,0,0,0
3658538,Roma,27-01-2018,10:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,2,0,0
3658539,Roma,27-01-2018,14:30,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,1,1,0,0
3658553,Roma,28-01-2018,01:40,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,0,1,0,0
3658561,Roma,27-01-2018,07:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3658562,Roma,25-01-2018,08:55,Scontro frontale/laterale DX fra veicoli in marcia,,,,1,0,0,0
3658566,Roma,27-01-2018,21:00,Fuoriuscita dalla sede stradale,,Nuvoloso,Insufficiente,1,0,0,0
3658568,Roma,28-01-2018,04:30,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,1,0,0,0
3658574,Roma,26-01-2018,12:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3658580,Roma,27-01-2018,17:55,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3658590,Roma,28-01-2018,04:30,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,1,0,0,0
3658594,Roma,28-01-2018,01:20,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,2,0,0,0
3658596,Roma,26-01-2018,11:25,Scontro frontale/laterale DX fra veicoli in marcia,,,,2,0,0,0
3658597,Roma,27-01-2018,12:40,Tamponamento,,Sereno,Buona,2,0,0,0
3658605,Roma,27-01-2018,21:35,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,1,1,0,0
3658617,Roma,26-01-2018,23:45,Scontro laterale fra veicoli in marcia,,Nuvoloso,Sufficiente,3,0,0,0
3658618,Roma,26-01-2018,16:45,Tamponamento,,Sereno,Buona,2,0,0,0
3658639,Roma,26-01-2018,23:15,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,4,1,0,0
3658644,Roma,27-01-2018,01:40,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Insufficiente,1,0,0,0
3658654,Roma,27-01-2018,11:00,Tamponamento Multiplo,,Sereno,Buona,5,0,0,0
3658662,Roma,27-01-2018,13:25,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3658669,Roma,27-01-2018,13:04,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3658674,Roma,27-01-2018,10:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3658687,Roma,27-01-2018,10:45,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3658690,Roma,27-01-2018,19:45,Scontro frontale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3658695,Roma,27-01-2018,19:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Insufficiente,1,0,0,0
3658712,Roma,28-01-2018,02:50,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,2,1,0,0
3658722,Roma,28-01-2018,00:50,Scontro laterale fra veicoli in marcia,,,,7,0,0,0
3658745,Roma,27-01-2018,18:25,Veicolo in marcia contro veicolo fermo,,,,2,0,0,0
3658767,Roma,28-01-2018,01:45,Fuoriuscita dalla sede stradale,,,,1,0,0,0
3658883,Roma,26-01-2018,19:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3658900,Roma,24-01-2018,15:55,Tamponamento,,Sereno,Buona,2,0,0,0
3658901,Roma,26-01-2018,16:05,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3658906,Roma,24-01-2018,13:20,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,1,0,0
3658909,Roma,24-01-2018,13:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,1,0,0
3658914,Roma,24-01-2018,08:35,Tamponamento,,Sereno,Buona,2,0,0,0
3658916,Roma,26-01-2018,19:20,Investimento di pedone,,Sereno,Sufficiente,0,2,0,0
3658921,Roma,26-01-2018,09:20,Tamponamento,,Sereno,Buona,2,0,0,0
3658924,Roma,26-01-2018,18:40,Tamponamento,,Sereno,Sufficiente,1,1,0,0
3658925,Roma,27-01-2018,01:21,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3658935,Roma,27-01-2018,15:25,Ribaltamento senza urto contro ostacolo fisso,,Sereno,Buona,0,1,0,0
3658938,Roma,27-01-2018,19:15,Tamponamento Multiplo,,Sereno,Buona,4,1,0,0
3658945,Roma,26-01-2018,17:30,Tamponamento,,Nuvoloso,Buona,2,0,0,0
3658951,Roma,27-01-2018,22:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,4,0,0
3658965,Roma,27-01-2018,12:00,Tamponamento,,,,3,0,0,0
3658967,Roma,26-01-2018,13:30,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3658969,Roma,27-01-2018,19:40,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
3658977,Roma,28-01-2018,05:15,Veicolo in marcia contro veicolo in sosta,,Sereno,Sufficiente,1,0,0,0
3658988,Roma,26-01-2018,15:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3658989,Roma,27-01-2018,19:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,0,2,0,1
3658992,Roma,26-01-2018,12:50,Tamponamento Multiplo,,Nuvoloso,Buona,1,1,0,0
3658998,Roma,26-01-2018,19:55,Investimento di pedone,,Sereno,Buona,1,1,0,0
3658999,Roma,26-01-2018,08:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,6,0,0,0
3659007,Roma,27-01-2018,10:05,Investimento di pedone,,Sereno,Buona,2,1,0,0
3659011,Roma,27-01-2018,17:35,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3659015,Roma,26-01-2018,21:15,Investimento di pedone,,Sereno,Sufficiente,1,1,0,0
3659018,Roma,26-01-2018,08:20,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3659025,Roma,27-01-2018,19:00,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
3659031,Roma,27-01-2018,22:10,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3659034,Roma,27-01-2018,19:00,Tamponamento,,Sereno,Buona,1,1,0,0
3659066,Roma,28-01-2018,13:10,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,5,0,0,0
3659079,Roma,27-01-2018,01:15,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3659142,Roma,27-01-2018,12:40,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3659384,Roma,27-01-2018,11:40,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3659385,Roma,28-01-2018,23:55,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3659390,Roma,28-01-2018,04:30,Ribaltamento senza urto contro ostacolo fisso,,Sereno,Sufficiente,1,0,0,0
3659392,Roma,28-01-2018,18:50,Infortunio per caduta del veicolo,,Sereno,Buona,1,1,0,0
3659396,Roma,28-01-2018,11:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,2,0,0
3659401,Roma,27-01-2018,17:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3659403,Roma,28-01-2018,18:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3659404,Roma,26-01-2018,21:00,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
3659410,Roma,28-01-2018,16:30,Scontro frontale fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3659412,Roma,28-01-2018,21:50,Investimento di pedone,,Sereno,Buona,1,1,0,0
3659414,Roma,28-01-2018,10:10,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3659415,Roma,28-01-2018,16:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3659418,Roma,28-01-2018,18:00,Scontro laterale fra veicoli in marcia,,Sereno,Insufficiente,4,0,0,0
3659422,Roma,28-01-2018,11:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,2,0,0
3659446,Roma,26-01-2018,17:30,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Insufficiente,1,0,0,0
3659451,Roma,28-01-2018,19:55,Tamponamento,,,,1,0,0,0
3659452,Roma,28-01-2018,12:00,Tamponamento Multiplo,,Sereno,Buona,3,0,0,0
3659458,Roma,26-01-2018,20:40,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,1,0,0,0
3659460,Roma,27-01-2018,12:00,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3659469,Roma,28-01-2018,12:15,Tamponamento,,Sereno,Buona,2,1,0,0
3659470,Roma,28-01-2018,11:55,Scontro frontale fra veicoli in marcia,,Sereno,Buona,1,0,0,0
3659471,Roma,28-01-2018,21:00,Investimento di pedone,,Sereno,Sufficiente,2,1,0,0
3659477,Roma,29-01-2018,00:15,Veicolo in marcia contro ostacolo accidentale,,,,1,0,0,0
3659478,Roma,26-01-2018,23:55,Tamponamento,,Sereno,Buona,1,1,0,0
3659494,Roma,27-01-2018,12:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,2,0,0
3659495,Roma,27-01-2018,13:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3659497,Roma,27-01-2018,07:45,Scontro frontale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3659498,Roma,26-01-2018,18:05,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Buona,1,0,0,0
3659502,Roma,26-01-2018,12:15,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3659507,Roma,26-01-2018,11:16,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Buona,1,0,0,0
3659517,Roma,27-01-2018,08:55,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,0,2,0,0
3659527,Roma,29-01-2018,07:20,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3659532,Roma,27-01-2018,10:10,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3659536,Roma,27-01-2018,15:00,Tamponamento Multiplo,,Sereno,Buona,1,3,0,0
3659541,Roma,27-01-2018,13:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3659542,Roma,28-01-2018,20:00,Tamponamento,,Sereno,Sufficiente,2,0,0,0
3659550,Roma,27-01-2018,11:15,Tamponamento,,Nuvoloso,Buona,1,1,0,0
3659551,Roma,29-01-2018,08:10,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3659574,Roma,28-01-2018,13:00,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,1,0,0,0
3659600,Roma,27-01-2018,14:45,Tamponamento,,Sereno,Buona,2,0,0,0
3659601,Roma,27-01-2018,18:10,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,1,0,0,0
3659637,Roma,29-01-2018,08:40,Tamponamento,,Sereno,Buona,2,1,0,0
3659648,Roma,29-01-2018,06:20,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,1,1,0,0
3659652,Roma,29-01-2018,06:10,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,4,1,0,0
3659658,Roma,28-01-2018,11:45,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3659694,Roma,28-01-2018,10:20,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,1,0,0
3659695,Roma,26-01-2018,13:10,Veicolo in marcia contro veicoli in sosta,,Nuvoloso,Buona,1,1,0,0
3659699,Roma,27-01-2018,18:30,Investimento di pedone,,Sereno,Sufficiente,5,0,0,0
3659700,Roma,29-01-2018,09:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3659722,Roma,26-01-2018,15:45,Veicolo in marcia contro veicolo arresto,,Nuvoloso,Buona,2,1,0,0
3659735,Roma,26-01-2018,14:30,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3659741,Roma,27-01-2018,09:55,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3659745,Roma,28-01-2018,01:20,Tamponamento,,Sereno,Buona,3,2,0,0
3659746,Roma,29-01-2018,09:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3659758,Roma,27-01-2018,20:00,Veicolo in marcia contro veicolo fermo,,Sereno,Sufficiente,2,1,0,0
3659779,Roma,27-01-2018,20:45,Tamponamento Multiplo,,Sereno,Buona,4,0,0,0
3659780,Roma,26-01-2018,18:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
3659796,Roma,28-01-2018,22:20,Tamponamento,,Sereno,Sufficiente,3,0,0,0
3659837,Roma,26-01-2018,18:45,Investimento di pedone,,Sereno,Buona,2,0,0,0
3659848,Roma,29-01-2018,08:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,2,0,0
3659851,Roma,29-01-2018,09:10,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3659856,Roma,27-01-2018,07:15,Infortunio per caduta del veicolo,,Sereno,Buona,0,1,0,0
3659893,Roma,29-01-2018,15:50,Tamponamento,,Sereno,Buona,0,2,0,0
3659922,Roma,29-01-2018,11:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3659958,Roma,29-01-2018,08:25,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,0,1,0,0
3660093,Roma,29-01-2018,09:00,Tamponamento Multiplo,,Sereno,Buona,2,1,0,0
3660183,Roma,27-01-2018,02:00,Scontro frontale/laterale DX fra veicoli in marcia,,,,2,1,0,0
3660187,Roma,27-01-2018,13:55,Investimento di pedone,,,,2,0,0,0
3660202,Roma,28-01-2018,16:35,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,5,0,0,0
3660204,Roma,27-01-2018,13:50,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3660289,Roma,27-01-2018,22:35,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,2,0,0,0
3660319,Roma,25-01-2018,16:35,Tamponamento Multiplo,,Sereno,Buona,2,2,0,0
3660395,Roma,27-01-2018,20:20,Veicolo in marcia contro veicolo in sosta,,Sereno,Sufficiente,2,0,0,0
